State,Facility Name,Facility ID,Year,Gross Load (MWh),Steam Load (1000 lb),SO2 Mass (short tons),CO2 Mass (short tons),NOx Mass (short tons),Heat Input (mmBtu),Disadvantaged?,Not Disadvantaged,Tract Status?
NY,Astoria Generating Station,8906,2011,2775283.92,,76.193,956695.804,570.066,15939801.76,0,1,Not Disadvantaged
NY,"Castleton Power, LLC",10190,2011,89042.18,,0.542,45694.94,33.059,767748.738,0,1,Not Disadvantaged
NY,"Black River Generation, LLC",10464,2011,,,,,,,0,0,Error
NY,"Beaver Falls, LLC",10617,2011,2327.76,,0.009,1781.207,1.602,29971.974,1,0,Disadvantaged
NY,Allegany Station No. 133,10619,2011,78936.33,,0.197,38983.204,9.542,655964.407,0,1,Not Disadvantaged
NY,Carthage Energy,10620,2011,6859.29,,0.018,3559.134,4.038,59892.546,1,0,Disadvantaged
NY,"Syracuse, LLC",10621,2011,6773.55,,0.024,4656.939,9.549,78359.03,0,1,Not Disadvantaged
NY,Selkirk Cogen Partners,10725,2011,2130288.91,,5.226,1035035.803,381.864,17416568.83,0,1,Not Disadvantaged
NY,Bethpage Energy Center,50292,2011,453868.93,,1.101,218080.561,66.988,3669719.69,0,1,Not Disadvantaged
NY,Indeck-Silver Springs Energy Center,50449,2011,14117.75,,0.035,7745.85,5.664,130369.775,1,0,Disadvantaged
NY,Indeck-Oswego Energy Center,50450,2011,11835.75,,0.033,6340.3,7.708,106669.425,1,0,Disadvantaged
NY,Indeck-Yerkes Energy Center,50451,2011,11787,,0.032,6532.525,8.487,109927.4,0,1,Not Disadvantaged
NY,Indeck-Corinth Energy Center,50458,2011,905841.25,,2.138,432211.25,95.852,7272665.375,0,1,Not Disadvantaged
NY,Sterling Power Plant,50744,2011,3105.75,,0.009,2166.325,2.112,36447.675,0,0,Error
NY,Carr Street Generating Station,50978,2011,15209.41,,0.051,10079.854,2.233,169628.103,1,0,Disadvantaged
NY,Nassau Energy Corporation,52056,2011,304618.5,,1.436,214840.311,241.247,3614106.398,0,1,Not Disadvantaged
NY,Rensselaer Cogen,54034,2011,8746.95,,0.024,4733.347,1.357,79653.253,1,0,Disadvantaged
NY,Lockport,54041,2011,42715.5,,0.167,31669.425,43.765,532888.375,0,1,Not Disadvantaged
NY,Indeck-Olean Energy Center,54076,2011,147978.25,,0.445,77155.425,24.436,1294113.45,0,1,Not Disadvantaged
NY,KIAC Cogeneration,54114,2011,515904.68,,1.652,302781.829,58.602,5094721.641,0,1,Not Disadvantaged
NY,Fortistar North Tonawanda Inc,54131,2011,11915.75,,0.043,8440.075,6.217,142010.5,0,1,Not Disadvantaged
NY,Nissequogue Energy Center,54149,2011,285716.5,,0.967,191486.286,128.767,3222119.431,0,1,Not Disadvantaged
NY,Independence,54547,2011,3159100.76,,7.036,1393805.722,185.202,23453427.58,0,1,Not Disadvantaged
NY,"Saranac Power Partners, LP",54574,2011,387650.4,,1.025,203160.049,49.278,3418590.16,0,1,Not Disadvantaged
NY,Massena Energy Facility,54592,2011,2348.62,,0.01,1980.607,0.764,33326.421,1,0,Disadvantaged
NY,Batavia Energy,54593,2011,56542.75,,0.229,40143.575,42.301,675272.7,1,0,Disadvantaged
NY,Brooklyn Navy Yard Cogeneration,54914,2011,1639038,,6.052,1186705.325,75.199,19967635.23,0,1,Not Disadvantaged
NY,Astoria Gas Turbine Power,55243,2011,81766.25,,17.68,61661.8,324.481,1048304.2,0,1,Not Disadvantaged
