State,Facility Name,Facility ID,Year,Gross Load (MWh),Steam Load (1000 lb),SO2 Mass (short tons),CO2 Mass (short tons),NOx Mass (short tons),Heat Input (mmBtu),Disadvantaged?,Not Disadvantaged,Tract Status?
NY,"Syracuse, LLC",10621,2003,15638.25,,0.357,11421.3,3.272,191755.95,0,1,Not Disadvantaged
NY,Selkirk Cogen Partners,10725,2003,2034802.5,,,,438.44,22119482.85,0,1,Not Disadvantaged
NY,Bethpage Energy Center,50292,2003,439815.11,,0.288,56984.086,282.835,4680972.644,0,1,Not Disadvantaged
NY,Indeck-Silver Springs Energy Center,50449,2003,142674.5,,3.788,99579,68.782,1664031.675,1,0,Disadvantaged
NY,Indeck-Oswego Energy Center,50450,2003,16445,,0.066,12839.2,15.613,215997.25,1,0,Disadvantaged
NY,Indeck-Yerkes Energy Center,50451,2003,19068.25,,0.157,13390.325,16.109,223657.925,0,1,Not Disadvantaged
NY,Indeck-Corinth Energy Center,50458,2003,676738.25,,5.575,477109.15,101.655,7912432.225,0,1,Not Disadvantaged
NY,Sterling Power Plant,50744,2003,12846.25,,0.035,8892.825,8.857,149654.325,0,0,Error
NY,Carr Street Generating Station,50978,2003,24722.71,,1.992,16412.225,4.667,274767.363,1,0,Disadvantaged
NY,Nassau Energy Corporation,52056,2003,360012,0,,,231.843,4235265.425,0,1,Not Disadvantaged
NY,Rensselaer Cogen,54034,2003,41957.62,,1.107,25515.61,8.879,420403.346,1,0,Disadvantaged
NY,Lockport,54041,2003,900581.75,,,,752.891,10850347.68,0,1,Not Disadvantaged
NY,Indeck-Olean Energy Center,54076,2003,70492,,2.225,51066.5,15.57,830621.325,0,1,Not Disadvantaged
NY,KIAC Cogeneration,54114,2003,482745.96,,,,97.434,8370900.076,0,1,Not Disadvantaged
NY,Fortistar North Tonawanda Inc,54131,2003,236302.5,,,,106.54,2743744.075,0,1,Not Disadvantaged
NY,Nissequogue Energy Center,54149,2003,344331.53,,,,157.572,3814955.936,0,1,Not Disadvantaged
NY,Independence,54547,2003,1638946.25,,,,185.544,19238511.78,0,1,Not Disadvantaged
NY,"Saranac Power Partners, LP",54574,2003,1419929.25,,,,247.054,17678019.5,0,1,Not Disadvantaged
NY,Massena Energy Facility,54592,2003,13802.25,,0.031,6223.875,2.459,126878.625,1,0,Disadvantaged
NY,Batavia Energy,54593,2003,14501.25,,0.05,9943.45,10.308,167271.625,1,0,Disadvantaged
NY,Brooklyn Navy Yard Cogeneration,54914,2003,1695505.5,,25.448,1217976.225,80.342,20160138.9,0,1,Not Disadvantaged
NY,Astoria Gas Turbine Power,55243,2003,127820,,0,0,441.391,1740316.1,0,1,Not Disadvantaged
