State,Facility Name,Facility ID,Year,Gross Load (MWh),Steam Load (1000 lb),SO2 Mass (short tons),CO2 Mass (short tons),NOx Mass (short tons),Heat Input (mmBtu),Disadvantaged?,Not Disadvantaged,Tract Status?
NY,Harlem River Yard,7914,2010,44357.93,,0.135,26779.593,2.151,450625.86,1,0,Disadvantaged
NY,North 1st,7915,2010,57962.93,,0.16,31757.866,2.887,534363.475,0,1,Not Disadvantaged
NY,Roseton Generating LLC,8006,2010,494782.28,,208.071,332601.985,215.03,5448117.591,0,1,Not Disadvantaged
NY,Holtsville Facility,8007,2010,78296,,270.321,87563.7,367.636,1081095.2,0,1,Not Disadvantaged
NY,Pouch Terminal,8053,2010,91979.7,,0.256,50786.581,4.109,854611.478,1,0,Disadvantaged
NY,Astoria Generating Station,8906,2010,3883550.3,,220.634,1302980.568,877.437,21439134,0,1,Not Disadvantaged
NY,"Castleton Power, LLC",10190,2010,140547.7,,0.468,72444.183,51.021,1218627.743,0,1,Not Disadvantaged
NY,"Black River Generation, LLC",10464,2010,,814187.65,262.355,124180.801,109.847,1182593.692,0,0,Error
NY,"Beaver Falls, LLC",10617,2010,1399.6,,0.063,1123.137,1.722,17767.711,1,0,Disadvantaged
NY,Allegany Station No. 133,10619,2010,50599.28,,0.124,24580.835,6.131,413639.628,0,1,Not Disadvantaged
NY,Carthage Energy,10620,2010,12603.73,,0.042,6605.525,7.655,111010.824,1,0,Disadvantaged
NY,"Syracuse, LLC",10621,2010,5401.26,,0.019,3840.256,2.265,64618.587,0,1,Not Disadvantaged
NY,Selkirk Cogen Partners,10725,2010,1795171.64,,4.474,885988.338,323.259,14908609.5,0,1,Not Disadvantaged
NY,Bethpage Energy Center,50292,2010,492544.65,,1.13,223656.384,85.315,3763555.069,0,1,Not Disadvantaged
NY,Indeck-Silver Springs Energy Center,50449,2010,11943.25,,0.079,6722.325,5.924,112268.75,1,0,Disadvantaged
NY,Indeck-Oswego Energy Center,50450,2010,9423.5,,0.027,5096.95,6.359,85767.15,1,0,Disadvantaged
NY,Indeck-Yerkes Energy Center,50451,2010,21156.25,,0.062,11600.2,14.737,195151.1,0,1,Not Disadvantaged
NY,Indeck-Corinth Energy Center,50458,2010,608610.5,,1.405,292301.725,64.727,4918496.225,0,1,Not Disadvantaged
NY,Sterling Power Plant,50744,2010,8508.5,,0.028,5917.25,5.636,99549.1,0,0,Error
NY,Carr Street Generating Station,50978,2010,22215.14,,0.075,15213.559,3.687,253860.044,1,0,Disadvantaged
NY,Nassau Energy Corporation,52056,2010,378317.36,,2.318,269674.794,306.701,4534971.735,0,1,Not Disadvantaged
NY,Rensselaer Cogen,54034,2010,27366.78,,0.074,14667.449,4.302,246820.507,1,0,Disadvantaged
NY,Lockport,54041,2010,35341.25,,0.137,26919.95,33.304,452976,0,1,Not Disadvantaged
NY,Indeck-Olean Energy Center,54076,2010,286187.5,,0.711,140985.725,44.329,2363931.875,0,1,Not Disadvantaged
NY,KIAC Cogeneration,54114,2010,549049.39,,1.628,322360.059,56.5,5424360.639,0,1,Not Disadvantaged
NY,Fortistar North Tonawanda Inc,54131,2010,24392,,0.086,17015.325,12.519,286329.975,0,1,Not Disadvantaged
NY,Nissequogue Energy Center,54149,2010,316252.04,,1.049,207690.217,142.359,3494803.121,0,1,Not Disadvantaged
NY,Independence,54547,2010,3490741.14,,7.735,1531734.554,208.958,25774418.84,0,1,Not Disadvantaged
NY,"Saranac Power Partners, LP",54574,2010,410281.87,,1.085,214743.848,47.738,3613295.562,0,1,Not Disadvantaged
NY,Massena Energy Facility,54592,2010,3824.06,,0.016,3138.303,1.242,52811.513,1,0,Disadvantaged
NY,Batavia Energy,54593,2010,25283.25,,0.102,17960.925,37.207,302142.65,1,0,Disadvantaged
NY,Brooklyn Navy Yard Cogeneration,54914,2010,1531772.75,,6.417,1113414.5,70.215,18721623.15,0,1,Not Disadvantaged
NY,Astoria Gas Turbine Power,55243,2010,57141.25,,18.26,43964,206.932,730962.2,0,1,Not Disadvantaged
